date,variant
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,original
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,original
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,original
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-03,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,original
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,original
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-04,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-05,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,original
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-06,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,original
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,original
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-07,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-08,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,original
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-09,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,original
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-10,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-11,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-12,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-13,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-14,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-15,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-16,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-17,delta
2021-08-18,delta
2021-08-18,delta
2021-08-18,delta
2021-08-18,delta
2021-08-18,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-19,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-20,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-21,delta
2021-08-22,delta
2021-08-22,delta
2021-08-23,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-24,delta
2021-08-25,delta
2021-08-25,delta
2021-08-25,delta
2021-08-25,delta
2021-08-25,delta
2021-08-25,delta
2021-08-26,original
2021-08-26,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-27,delta
2021-08-29,delta
2021-08-29,delta
2021-08-29,delta
2021-08-29,delta
2021-08-29,delta
2021-08-29,delta
2021-08-29,delta
2021-08-30,delta
2021-08-30,delta
2021-08-30,delta
